ID,name_of_politician,verified,severity_of_harassment,type_of_account
3004,Elizabeth May,No,Questioning Authority,Professional
3005,Elizabeth May,No,Questioning Authority,Spammers
3006,Elizabeth May,No,Positive,Personal
3007,Elizabeth May,No,Questioning Authority,Spammers
3008,Elizabeth May,No,Questioning Authority,Anonymous
3009,Elizabeth May,No,Questioning Authority,Anonymous
3010,Elizabeth May,No,Neutral,Personal
3011,Elizabeth May,No,Name-calling/Gender insults,Spammers
3012,Elizabeth May,No,Questioning Authority,Anonymous
3013,Elizabeth May,No,Neutral,Anonymous
3014,Elizabeth May,No,Questioning Authority,Anonymous
3015,Elizabeth May,No,Neutral,Professional
3016,Elizabeth May,Yes,Neutral,Personal
3017,Elizabeth May,No,Questioning Authority,Personal
3018,Elizabeth May,No,Neutral,Spammers
3019,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3020,Elizabeth May,No,Questioning Authority,Anonymous
3021,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3022,Elizabeth May,No,Questioning Authority,Anonymous
3023,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3024,Elizabeth May,No,Questioning Authority,Anonymous
3025,Elizabeth May,No,Questioning Authority,Spammers
3026,Elizabeth May,No,Name-calling/Gender insults,Spammers
3027,Elizabeth May,No,Neutral,Anonymous
3028,Elizabeth May,No,Name-calling/Gender insults,Spammers
3029,Elizabeth May,No,Name-calling/Gender insults,Spammers
3030,Elizabeth May,No,Questioning Authority,Suspended/deleted
3031,Elizabeth May,No,Questioning Authority,Suspended/deleted
3032,Elizabeth May,Yes,Questioning Authority,Personal
3033,Elizabeth May,Yes,Questioning Authority,Spammers
3034,Elizabeth May,No,Questioning Authority,Personal
3035,Elizabeth May,No,Questioning Authority,Spammers
3036,Elizabeth May,No,Questioning Authority,Spammers
3037,Elizabeth May,No,Questioning Authority,Spammers
3038,Elizabeth May,No,Questioning Authority,Anonymous
3039,Elizabeth May,No,Questioning Authority,Anonymous
3040,Elizabeth May,No,Questioning Authority,Spammers
3041,Elizabeth May,No,Name-calling/Gender insults,Spammers
3042,Elizabeth May,No,Questioning Authority,Spammers
3043,Elizabeth May,No,Questioning Authority,Spammers
3044,Elizabeth May,No,Name-calling/Gender insults,Personal
3045,Elizabeth May,No,Vicious language,Anonymous
3046,Elizabeth May,No,Questioning Authority,Suspended/deleted
3047,Elizabeth May,Yes,Questioning Authority,Personal
3048,Elizabeth May,No,Questioning Authority,Anonymous
3049,Elizabeth May,No,Questioning Authority,Spammers
3050,Elizabeth May,No,Neutral,Spammers
3051,Elizabeth May,No,Questioning Authority,Anonymous
3052,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3053,Elizabeth May,No,Neutral,Spammers
3054,Elizabeth May,No,Questioning Authority,Anonymous
3055,Elizabeth May,No,Questioning Authority,Anonymous
3056,Elizabeth May,No,Questioning Authority,Spammers
3057,Elizabeth May,No,Neutral,Anonymous
3058,Elizabeth May,No,Questioning Authority,Anonymous
3059,Elizabeth May,Yes,Questioning Authority,Spammers
3060,Elizabeth May,No,Questioning Authority,Spammers
3061,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3062,Elizabeth May,Yes,Neutral,Suspended/deleted
3063,Elizabeth May,No,Questioning Authority,Suspended/deleted
3064,Elizabeth May,No,Questioning Authority,Personal
3065,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3066,Elizabeth May,No,Neutral,Spammers
3067,Elizabeth May,No,Name-calling/Gender insults,Personal
3068,Elizabeth May,No,Questioning Authority,Anonymous
3069,Elizabeth May,No,Questioning Authority,Personal
3070,Elizabeth May,No,Name-calling/Gender insults,Spammers
3071,Elizabeth May,No,Questioning Authority,Anonymous
3072,Elizabeth May,No,Questioning Authority,Spammers
3073,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3074,Elizabeth May,No,Neutral,Personal
3075,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3076,Elizabeth May,No,Name-calling/Gender insults,Spammers
3077,Elizabeth May,No,Positive,Personal
3078,Elizabeth May,No,Questioning Authority,Personal
3079,Elizabeth May,Yes,Questioning Authority,Personal
3080,Elizabeth May,No,Questioning Authority,Personal
3081,Elizabeth May,No,Questioning Authority,Spammers
3082,Elizabeth May,No,Questioning Authority,Personal
3083,Elizabeth May,No,Name-calling/Gender insults,Spammers
3084,Elizabeth May,No,Neutral,Personal
3085,Elizabeth May,No,Neutral,Personal
3086,Elizabeth May,No,Neutral,Anonymous
3087,Elizabeth May,No,Name-calling/Gender insults,Spammers
3088,Elizabeth May,No,Neutral,Personal
3089,Elizabeth May,No,Questioning Authority,Anonymous
3090,Elizabeth May,No,Questioning Authority,Anonymous
3091,Elizabeth May,No,Neutral,Anonymous
3092,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3093,Elizabeth May,No,Neutral,Anonymous
3094,Elizabeth May,No,Neutral,Anonymous
3095,Elizabeth May,No,Neutral,Spammers
3096,Elizabeth May,No,Questioning Authority,Spammers
3097,Elizabeth May,No,Questioning Authority,Anonymous
3098,Elizabeth May,No,Questioning Authority,Spammers
3099,Elizabeth May,Yes,Name-calling/Gender insults,Anonymous
3100,Elizabeth May,No,Neutral,Spammers
3101,Elizabeth May,No,Name-calling/Gender insults,Spammers
3102,Elizabeth May,No,Questioning Authority,Anonymous
3103,Elizabeth May,No,Name-calling/Gender insults,Personal
3104,Elizabeth May,No,Questioning Authority,Anonymous
3105,Elizabeth May,No,Questioning Authority,Anonymous
3106,Elizabeth May,No,Questioning Authority,Anonymous
3107,Elizabeth May,No,Questioning Authority,Spammers
3108,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3109,Elizabeth May,No,Questioning Authority,Spammers
3110,Elizabeth May,No,Questioning Authority,Personal
3111,Elizabeth May,No,Questioning Authority,Anonymous
3112,Elizabeth May,No,Name-calling/Gender insults,Spammers
3113,Elizabeth May,No,Name-calling/Gender insults,Spammers
3114,Elizabeth May,No,Neutral,Professional
3115,Elizabeth May,No,Neutral,Professional
3116,Elizabeth May,No,Name-calling/Gender insults,Spammers
3117,Elizabeth May,No,Name-calling/Gender insults,Personal
3118,Elizabeth May,No,Questioning Authority,Spammers
3119,Elizabeth May,No,Neutral,Spammers
3120,Elizabeth May,No,Questioning Authority,Spammers
3121,Elizabeth May,No,Name-calling/Gender insults,Spammers
3122,Elizabeth May,No,Neutral,Spammers
3123,Elizabeth May,No,Neutral,Spammers
3124,Elizabeth May,No,Neutral,Spammers
3125,Elizabeth May,No,Neutral,Personal
3126,Elizabeth May,No,Neutral,Spammers
3127,Elizabeth May,No,Neutral,Personal
3128,Elizabeth May,No,Positive,Personal
3129,Elizabeth May,No,Questioning Authority,Personal
3130,Elizabeth May,No,Questioning Authority,Personal
3131,Elizabeth May,No,Neutral,Personal
3132,Elizabeth May,No,Neutral,Personal
3133,Elizabeth May,No,Name-calling/Gender insults,Spammers
3134,Elizabeth May,No,Questioning Authority,Anonymous
3135,Elizabeth May,No,Questioning Authority,Anonymous
3136,Elizabeth May,No,Questioning Authority,Anonymous
3137,Elizabeth May,No,Questioning Authority,Anonymous
3138,Elizabeth May,No,Questioning Authority,Anonymous
3139,Elizabeth May,No,Questioning Authority,Anonymous
3140,Elizabeth May,No,Questioning Authority,Spammers
3141,Elizabeth May,No,Questioning Authority,Spammers
3142,Elizabeth May,No,Questioning Authority,Personal
3143,Elizabeth May,No,Neutral,Spammers
3144,Elizabeth May,No,Questioning Authority,Spammers
3145,Elizabeth May,No,Questioning Authority,Spammers
3146,Elizabeth May,No,Vicious language,Anonymous
3147,Elizabeth May,No,Questioning Authority,Spammers
3148,Elizabeth May,No,Neutral,Spammers
3149,Elizabeth May,No,Questioning Authority,Anonymous
3150,Elizabeth May,No,Questioning Authority,Spammers
3151,Elizabeth May,No,Questioning Authority,Anonymous
3152,Elizabeth May,No,Name-calling/Gender insults,Spammers
3153,Elizabeth May,No,Questioning Authority,Spammers
3154,Elizabeth May,Yes,Neutral,Personal
3155,Elizabeth May,No,Questioning Authority,Spammers
3156,Elizabeth May,No,Questioning Authority,Personal
3157,Elizabeth May,No,Questioning Authority,Anonymous
3158,Elizabeth May,Yes,Questioning Authority,Personal
3159,Elizabeth May,No,Neutral,Personal
3160,Elizabeth May,No,Questioning Authority,Professional
3161,Elizabeth May,No,Questioning Authority,Anonymous
3162,Elizabeth May,No,Neutral,Professional
3163,Elizabeth May,No,Questioning Authority,Spammers
3164,Elizabeth May,No,Name-calling/Gender insults,Spammers
3165,Elizabeth May,No,Questioning Authority,Anonymous
3166,Elizabeth May,No,Neutral,Personal
3167,Elizabeth May,No,Name-calling/Gender insults,Spammers
3168,Elizabeth May,No,Questioning Authority,Anonymous
3169,Elizabeth May,No,Questioning Authority,Spammers
3170,Elizabeth May,No,Questioning Authority,Anonymous
3171,Elizabeth May,No,Questioning Authority,Spammers
3172,Elizabeth May,No,Name-calling/Gender insults,Spammers
3173,Elizabeth May,No,Name-calling/Gender insults,Personal
3174,Elizabeth May,No,Neutral,Spammers
3175,Elizabeth May,No,Questioning Authority,Spammers
3176,Elizabeth May,Yes,Questioning Authority,Spammers
3177,Elizabeth May,No,Questioning Authority,Anonymous
3178,Elizabeth May,No,Questioning Authority,Anonymous
3179,Elizabeth May,No,Questioning Authority,Anonymous
3180,Elizabeth May,No,Neutral,Anonymous
3181,Elizabeth May,No,Questioning Authority,Anonymous
3182,Elizabeth May,No,Questioning Authority,Spammers
3183,Elizabeth May,No,Name-calling/Gender insults,Spammers
3184,Elizabeth May,No,Questioning Authority,Anonymous
3185,Elizabeth May,No,Neutral,Spammers
3186,Elizabeth May,No,Questioning Authority,Spammers
3187,Elizabeth May,No,Questioning Authority,Anonymous
3188,Elizabeth May,No,Questioning Authority,Anonymous
3189,Elizabeth May,No,Questioning Authority,Spammers
3190,Elizabeth May,No,Name-calling/Gender insults,Spammers
3191,Elizabeth May,No,Questioning Authority,Spammers
3192,Elizabeth May,No,Neutral,Personal
3193,Elizabeth May,No,Questioning Authority,Spammers
3194,Elizabeth May,Yes,Questioning Authority,Spammers
3195,Elizabeth May,No,Neutral,Anonymous
3196,Elizabeth May,No,Questioning Authority,Anonymous
3197,Elizabeth May,No,Questioning Authority,Spammers
3198,Elizabeth May,No,Questioning Authority,Spammers
3199,Elizabeth May,No,Name-calling/Gender insults,Spammers
3200,Elizabeth May,No,Questioning Authority,Personal
3201,Elizabeth May,No,Questioning Authority,Anonymous
3202,Elizabeth May,No,Questioning Authority,Anonymous
3203,Elizabeth May,No,Neutral,Anonymous
3204,Elizabeth May,No,Questioning Authority,Anonymous
3205,Elizabeth May,No,Name-calling/Gender insults,Spammers
3206,Elizabeth May,No,Questioning Authority,Personal
3207,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3208,Elizabeth May,No,Questioning Authority,Anonymous
3209,Elizabeth May,No,Questioning Authority,Anonymous
3210,Elizabeth May,No,Name-calling/Gender insults,Personal
3211,Elizabeth May,No,Questioning Authority,Anonymous
3212,Elizabeth May,No,Questioning Authority,Suspended/deleted
3213,Elizabeth May,No,Neutral,Suspended/deleted
3214,Elizabeth May,Yes,Neutral,Personal
3215,Elizabeth May,Yes,Questioning Authority,Spammers
3216,Elizabeth May,No,Neutral,Personal
3217,Elizabeth May,No,Neutral,Anonymous
3218,Elizabeth May,No,Questioning Authority,Spammers
3219,Elizabeth May,No,Questioning Authority,Personal
3220,Elizabeth May,No,Questioning Authority,Spammers
3221,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3222,Elizabeth May,No,Neutral,Personal
3223,Elizabeth May,No,Neutral,Spammers
3224,Elizabeth May,No,Neutral,Personal
3225,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3226,Elizabeth May,No,Questioning Authority,Anonymous
3227,Elizabeth May,No,Vicious language,Spammers
3228,Elizabeth May,No,Neutral,Personal
3229,Elizabeth May,No,Questioning Authority,Spammers
3230,Elizabeth May,No,Questioning Authority,Anonymous
3231,Elizabeth May,No,Neutral,Personal
3232,Elizabeth May,No,Questioning Authority,Spammers
3233,Elizabeth May,No,Questioning Authority,Anonymous
3234,Elizabeth May,No,Questioning Authority,Spammers
3235,Elizabeth May,No,Questioning Authority,Anonymous
3236,Elizabeth May,No,Questioning Authority,Anonymous
3237,Elizabeth May,No,Questioning Authority,Spammers
3238,Elizabeth May,No,Name-calling/Gender insults,Spammers
3239,Elizabeth May,No,Neutral,Personal
3240,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
3241,Elizabeth May,Yes,Name-calling/Gender insults,Anonymous
3242,Elizabeth May,Yes,Neutral,Personal
3243,Elizabeth May,No,Questioning Authority,Personal
3244,Elizabeth May,No,Neutral,Personal
3245,Elizabeth May,No,Questioning Authority,Personal
3246,Elizabeth May,No,Questioning Authority,Spammers
3247,Elizabeth May,No,Questioning Authority,Spammers
3248,Elizabeth May,No,Neutral,Personal
3249,Elizabeth May,No,Neutral,Personal
3250,Elizabeth May,No,Questioning Authority,Spammers
3251,Elizabeth May,No,Positive,Anonymous
3252,Elizabeth May,No,Neutral,Suspended/deleted
3253,Elizabeth May,No,Questioning Authority,Suspended/deleted
3254,Elizabeth May,No,Neutral,Spammers
3255,Elizabeth May,No,Neutral,Spammers
3256,Elizabeth May,No,Questioning Authority,Personal
3257,Elizabeth May,No,Questioning Authority,Personal
3258,Elizabeth May,No,Questioning Authority,Spammers
3259,Elizabeth May,No,Name-calling/Gender insults,Personal
3260,Elizabeth May,No,Questioning Authority,Anonymous
3261,Elizabeth May,No,Neutral,Suspended/deleted
3262,Elizabeth May,No,Vicious language,Spammers
3263,Elizabeth May,No,Questioning Authority,Anonymous
3264,Elizabeth May,No,Questioning Authority,Anonymous
3265,Elizabeth May,No,Name-calling/Gender insults,Spammers
3266,Elizabeth May,No,Questioning Authority,Spammers
3267,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3268,Elizabeth May,No,Neutral,Personal
3269,Elizabeth May,No,Name-calling/Gender insults,Spammers
3270,Elizabeth May,No,Neutral,Personal
3271,Elizabeth May,No,Neutral,Personal
3272,Elizabeth May,No,Neutral,Personal
3273,Elizabeth May,No,Questioning Authority,Personal
3274,Elizabeth May,No,Neutral,Personal
3275,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3276,Elizabeth May,No,Neutral,Personal
3277,Elizabeth May,No,Neutral,Anonymous
3278,Elizabeth May,No,Neutral,Anonymous
3279,Elizabeth May,No,Name-calling/Gender insults,Suspended/deleted
3280,Elizabeth May,No,Questioning Authority,Personal
3281,Elizabeth May,No,Questioning Authority,Personal
3282,Elizabeth May,No,Neutral,Personal
3283,Elizabeth May,No,Questioning Authority,Anonymous
3284,Elizabeth May,Yes,Neutral,Professional
3285,Elizabeth May,No,Questioning Authority,Spammers
3286,Elizabeth May,No,Questioning Authority,Spammers
3287,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3288,Elizabeth May,No,Positive,Personal
3289,Elizabeth May,No,Vicious language,Spammers
3290,Elizabeth May,No,Neutral,Personal
3291,Elizabeth May,No,Neutral,Personal
3292,Elizabeth May,No,Neutral,Personal
3293,Elizabeth May,No,Neutral,Personal
3294,Elizabeth May,No,Neutral,Personal
3295,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3296,Elizabeth May,No,Neutral,Personal
3297,Elizabeth May,No,Neutral,Suspended/deleted
3298,Elizabeth May,No,Neutral,Personal
3299,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3300,Elizabeth May,No,Questioning Authority,Personal
3301,Elizabeth May,No,Neutral,Anonymous
3302,Elizabeth May,No,Questioning Authority,Anonymous
3303,Elizabeth May,No,Neutral,Personal
3304,Elizabeth May,No,Questioning Authority,Personal
3305,Elizabeth May,No,Vicious language,Anonymous
3306,Elizabeth May,No,Neutral,Anonymous
3307,Elizabeth May,No,Name-calling/Gender insults,Spammers
3308,Elizabeth May,No,Questioning Authority,Suspended/deleted
3309,Elizabeth May,No,Questioning Authority,Spammers
3310,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3311,Elizabeth May,No,Name-calling/Gender insults,Spammers
3312,Elizabeth May,No,Neutral,Personal
3313,Elizabeth May,Yes,Neutral,Spammers
3314,Elizabeth May,No,Questioning Authority,Spammers
3315,Elizabeth May,Yes,Questioning Authority,Suspended/deleted
3316,Elizabeth May,No,Questioning Authority,Anonymous
3317,Elizabeth May,No,Questioning Authority,Spammers
3318,Elizabeth May,No,Questioning Authority,Spammers
3319,Elizabeth May,No,Questioning Authority,Anonymous
3320,Elizabeth May,No,Neutral,Spammers
3321,Elizabeth May,Yes,Neutral,Professional
3322,Elizabeth May,Yes,Neutral,Suspended/deleted
3323,Elizabeth May,No,Questioning Authority,Spammers
3324,Elizabeth May,No,Vicious language,Personal
3325,Elizabeth May,Yes,Name-calling/Gender insults,Spammers
3326,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3327,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3328,Elizabeth May,No,Questioning Authority,Anonymous
3329,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3330,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3331,Elizabeth May,No,Questioning Authority,Spammers
3332,Elizabeth May,No,Vicious language,Personal
3333,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3334,Elizabeth May,No,Questioning Authority,Anonymous
3335,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3336,Elizabeth May,No,Questioning Authority,Spammers
3337,Elizabeth May,No,Neutral,Spammers
3338,Elizabeth May,No,Name-calling/Gender insults,Personal
3339,Elizabeth May,No,Name-calling/Gender insults,Spammers
3340,Elizabeth May,No,Questioning Authority,Personal
3341,Elizabeth May,No,Name-calling/Gender insults,Personal
3342,Elizabeth May,No,Name-calling/Gender insults,Personal
3343,Elizabeth May,No,Name-calling/Gender insults,Spammers
3344,Elizabeth May,No,Questioning Authority,Spammers
3345,Elizabeth May,No,Neutral,Anonymous
3346,Elizabeth May,No,Questioning Authority,Anonymous
3347,Elizabeth May,No,Name-calling/Gender insults,Spammers
3348,Elizabeth May,No,Questioning Authority,Spammers
3349,Elizabeth May,No,Questioning Authority,Anonymous
3350,Elizabeth May,No,Questioning Authority,Spammers
3351,Elizabeth May,No,Questioning Authority,Anonymous
3352,Elizabeth May,No,Questioning Authority,Anonymous
3353,Elizabeth May,Yes,Questioning Authority,Professional
3354,Elizabeth May,No,Questioning Authority,Personal
3355,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3356,Elizabeth May,No,Neutral,Personal
3357,Elizabeth May,No,Questioning Authority,Anonymous
3358,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3359,Elizabeth May,No,Questioning Authority,Anonymous
3360,Elizabeth May,No,Name-calling/Gender insults,Spammers
3361,Elizabeth May,No,Questioning Authority,Personal
3362,Elizabeth May,No,Questioning Authority,Personal
3363,Elizabeth May,No,Name-calling/Gender insults,Spammers
3364,Elizabeth May,No,Questioning Authority,Anonymous
3365,Elizabeth May,No,Questioning Authority,Spammers
3366,Elizabeth May,No,Vicious language,Spammers
3367,Elizabeth May,No,Questioning Authority,Spammers
3368,Elizabeth May,No,Questioning Authority,Anonymous
3369,Elizabeth May,No,Questioning Authority,Anonymous
3370,Elizabeth May,No,Questioning Authority,Anonymous
3371,Elizabeth May,No,Name-calling/Gender insults,Spammers
3372,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3373,Elizabeth May,No,Name-calling/Gender insults,Spammers
3374,Elizabeth May,No,Vicious language,Spammers
3375,Elizabeth May,No,Name-calling/Gender insults,Spammers
3376,Elizabeth May,No,Questioning Authority,Anonymous
3377,Elizabeth May,No,Name-calling/Gender insults,Spammers
3378,Elizabeth May,No,Questioning Authority,Spammers
3379,Elizabeth May,No,Questioning Authority,Personal
3380,Elizabeth May,No,Name-calling/Gender insults,Spammers
3381,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3382,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3383,Elizabeth May,No,Name-calling/Gender insults,Personal
3384,Elizabeth May,No,Questioning Authority,Anonymous
3385,Elizabeth May,No,Vicious language,Anonymous
3386,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3387,Elizabeth May,Yes,Questioning Authority,Spammers
3388,Elizabeth May,No,Questioning Authority,Spammers
3389,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3390,Elizabeth May,No,Name-calling/Gender insults,Spammers
3391,Elizabeth May,No,Questioning Authority,Spammers
3392,Elizabeth May,No,Name-calling/Gender insults,Spammers
3393,Elizabeth May,No,Name-calling/Gender insults,Spammers
3394,Elizabeth May,No,Name-calling/Gender insults,Spammers
3395,Elizabeth May,No,Questioning Authority,Anonymous
3396,Elizabeth May,No,Questioning Authority,Spammers
3397,Elizabeth May,No,Credible threats,Anonymous
3398,Elizabeth May,No,Neutral,Anonymous
3399,Elizabeth May,No,Name-calling/Gender insults,Personal
3400,Elizabeth May,Yes,Neutral,Personal
3401,Elizabeth May,No,Name-calling/Gender insults,Spammers
3402,Elizabeth May,No,Questioning Authority,Anonymous
3403,Elizabeth May,No,Questioning Authority,Spammers
3404,Elizabeth May,No,Neutral,Personal
3405,Elizabeth May,No,Questioning Authority,Personal
3406,Elizabeth May,No,Questioning Authority,Anonymous
3407,Elizabeth May,No,Name-calling/Gender insults,Spammers
3408,Elizabeth May,No,Questioning Authority,Spammers
3409,Elizabeth May,No,Name-calling/Gender insults,Spammers
3410,Elizabeth May,No,Questioning Authority,Spammers
3411,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3412,Elizabeth May,Yes,Questioning Authority,Spammers
3413,Elizabeth May,No,Name-calling/Gender insults,Spammers
3414,Elizabeth May,No,Questioning Authority,Anonymous
3415,Elizabeth May,No,Name-calling/Gender insults,Spammers
3416,Elizabeth May,No,Neutral,Spammers
3417,Elizabeth May,Yes,Questioning Authority,Spammers
3418,Elizabeth May,No,Questioning Authority,Personal
3419,Elizabeth May,No,Name-calling/Gender insults,Personal
3420,Elizabeth May,No,Questioning Authority,Anonymous
3421,Elizabeth May,No,Questioning Authority,Anonymous
3422,Elizabeth May,No,Name-calling/Gender insults,Personal
3423,Elizabeth May,No,Name-calling/Gender insults,Personal
3424,Elizabeth May,No,Questioning Authority,Personal
3425,Elizabeth May,No,Questioning Authority,Anonymous
3426,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3427,Elizabeth May,No,Questioning Authority,Spammers
3428,Elizabeth May,No,Questioning Authority,Personal
3429,Elizabeth May,Yes,Questioning Authority,Spammers
3430,Elizabeth May,Yes,Questioning Authority,Personal
3431,Elizabeth May,No,Name-calling/Gender insults,Personal
3432,Elizabeth May,No,Vicious language,Anonymous
3433,Elizabeth May,No,Name-calling/Gender insults,Spammers
3434,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3435,Elizabeth May,No,Name-calling/Gender insults,Personal
3436,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3437,Elizabeth May,No,Name-calling/Gender insults,Personal
3438,Elizabeth May,No,Name-calling/Gender insults,Spammers
3439,Elizabeth May,No,Name-calling/Gender insults,Spammers
3440,Elizabeth May,No,Vicious language,Anonymous
3441,Elizabeth May,No,Questioning Authority,Anonymous
3442,Elizabeth May,No,Questioning Authority,Spammers
3443,Elizabeth May,No,Questioning Authority,Anonymous
3444,Elizabeth May,No,Name-calling/Gender insults,Spammers
3445,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3446,Elizabeth May,No,Questioning Authority,Anonymous
3447,Elizabeth May,No,Questioning Authority,Anonymous
3448,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3449,Elizabeth May,No,Name-calling/Gender insults,Personal
3450,Elizabeth May,No,Questioning Authority,Spammers
3451,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3452,Elizabeth May,No,Neutral,Anonymous
3453,Elizabeth May,No,Name-calling/Gender insults,Spammers
3454,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3455,Elizabeth May,No,Questioning Authority,Anonymous
3456,Elizabeth May,No,Neutral,Spammers
3457,Elizabeth May,No,Vicious language,Spammers
3458,Elizabeth May,No,Name-calling/Gender insults,Anonymous
3459,Laurel Collins,No,Questioning Authority,Personal
3460,Laurel Collins,No,Neutral,Anonymous
3461,Laurel Collins,No,Questioning Authority,Spammers
3462,Laurel Collins,No,Neutral,Personal
3463,Laurel Collins,No,Neutral,Personal
3464,Laurel Collins,No,Neutral,Personal
3465,Laurel Collins,No,Positive,Professional
3466,Laurel Collins,No,Questioning Authority,Anonymous
3467,Laurel Collins,No,Questioning Authority,Anonymous
3468,Laurel Collins,No,Questioning Authority,Anonymous
3469,Laurel Collins,No,Questioning Authority,Personal
3470,Laurel Collins,No,Questioning Authority,Anonymous
3471,Laurel Collins,No,Questioning Authority,Anonymous
3472,Laurel Collins,No,Neutral,Personal
3473,Laurel Collins,No,Questioning Authority,Anonymous
3474,Laurel Collins,No,Questioning Authority,Anonymous
3475,Laurel Collins,No,Questioning Authority,Personal
3476,Laurel Collins,No,Questioning Authority,Personal
3477,Laurel Collins,No,Positive,Personal
3478,Laurel Collins,No,Neutral,Anonymous
3479,Laurel Collins,No,Neutral,Anonymous
3480,Laurel Collins,No,Questioning Authority,Personal
3481,Laurel Collins,No,Questioning Authority,Personal
3482,Laurel Collins,Yes,Questioning Authority,Professional
3483,Laurel Collins,No,Questioning Authority,Personal
3484,Laurel Collins,No,Questioning Authority,Anonymous
3485,Laurel Collins,No,Questioning Authority,Personal
3486,Laurel Collins,No,Neutral,Anonymous
3487,Laurel Collins,No,Questioning Authority,Anonymous
3488,Laurel Collins,No,Questioning Authority,Personal
3489,Laurel Collins,No,Name-calling/Gender insults,Anonymous
3490,Laurel Collins,No,Questioning Authority,Spammers
3491,Laurel Collins,Yes,Questioning Authority,Professional
3492,Laurel Collins,No,Questioning Authority,Personal
3493,Laurel Collins,No,Neutral,Personal
3494,Laurel Collins,No,Neutral,Professional
3495,Laurel Collins,No,Questioning Authority,Personal
3496,Laurel Collins,No,Questioning Authority,Personal
3497,Laurel Collins,No,Questioning Authority,Anonymous
3498,Laurel Collins,No,Neutral,Personal
3499,Laurel Collins,No,Questioning Authority,Personal
3500,Laurel Collins,No,Questioning Authority,Anonymous
3501,Laurel Collins,No,Questioning Authority,Anonymous
3502,Laurel Collins,No,Questioning Authority,Anonymous
3503,Laurel Collins,No,Questioning Authority,Anonymous
3504,Laurel Collins,No,Questioning Authority,Professional
3505,Laurel Collins,No,Questioning Authority,Anonymous
3506,Laurel Collins,No,Questioning Authority,Personal
3507,Laurel Collins,No,Name-calling/Gender insults,Spammers
3508,Laurel Collins,No,Questioning Authority,Anonymous
3509,Laurel Collins,No,Questioning Authority,Anonymous
3510,Laurel Collins,No,Questioning Authority,Personal
3511,Laurel Collins,No,Questioning Authority,Anonymous
3512,Laurel Collins,No,Questioning Authority,Anonymous
3513,Laurel Collins,No,Questioning Authority,Spammers
3514,Laurel Collins,No,Questioning Authority,Spammers
3515,Laurel Collins,No,Neutral,Personal
3516,Laurel Collins,Yes,Name-calling/Gender insults,Spammers
3517,Laurel Collins,Yes,Questioning Authority,Spammers
3518,Laurel Collins,No,Questioning Authority,Anonymous
3519,Laurel Collins,No,Questioning Authority,Spammers
3520,Laurel Collins,No,Positive,Professional
3521,Laurel Collins,No,Positive,Personal
3522,Laurel Collins,No,Questioning Authority,Spammers
3523,Laurel Collins,No,Neutral,Anonymous
3524,Laurel Collins,No,Name-calling/Gender insults,Spammers
3525,Laurel Collins,No,Neutral,Anonymous
3526,Laurel Collins,No,Neutral,Spammers
3527,Laurel Collins,No,Questioning Authority,Personal
3528,Laurel Collins,No,Questioning Authority,Personal
3529,Laurel Collins,No,Questioning Authority,Anonymous
3530,Laurel Collins,No,Neutral,Spammers
3531,Laurel Collins,No,Questioning Authority,Personal
